# Starting date:             2015-06-04 20:40:43
# Cluster job name:          fribourg.r.goal
# Cluster job ID:            9183489
# Cluster node:              hnode30
# Cluster queue:             mpi.q
# GOAL command:              complement -m fribourg -r
# Input data:                goal.tar.gz
# Memory limit (Java heap):  1G
# Timeout (CPU time):        600s
id,states,timeout,memout,cpu_time,real_time,dt,da,file
179,17,N,N,2.376,1.261,1.0,0.2,s15_t1.0_a0.2_079.gff
180,1839,N,N,8.078,4.074,1.0,0.2,s15_t1.0_a0.2_080.gff
181,737,N,N,4.543,2.204,1.0,0.2,s15_t1.0_a0.2_081.gff
182,576,N,N,3.661,1.950,1.0,0.2,s15_t1.0_a0.2_082.gff
183,100,N,N,2.596,1.416,1.0,0.2,s15_t1.0_a0.2_083.gff
184,66,N,N,2.469,1.365,1.0,0.2,s15_t1.0_a0.2_084.gff
185,20,N,N,2.295,1.211,1.0,0.2,s15_t1.0_a0.2_085.gff
186,516,N,N,4.302,2.186,1.0,0.2,s15_t1.0_a0.2_086.gff
187,1443,N,N,7.389,3.650,1.0,0.2,s15_t1.0_a0.2_087.gff
188,758,N,N,5.881,2.835,1.0,0.2,s15_t1.0_a0.2_088.gff
189,75,N,N,2.645,1.414,1.0,0.2,s15_t1.0_a0.2_089.gff
190,19,N,N,2.284,1.211,1.0,0.2,s15_t1.0_a0.2_090.gff
191,97,N,N,2.581,1.374,1.0,0.2,s15_t1.0_a0.2_091.gff
192,99,N,N,2.472,1.321,1.0,0.2,s15_t1.0_a0.2_092.gff
193,254,N,N,2.967,1.589,1.0,0.2,s15_t1.0_a0.2_093.gff
194,323,N,N,3.367,1.797,1.0,0.2,s15_t1.0_a0.2_094.gff
195,104,N,N,2.600,1.386,1.0,0.2,s15_t1.0_a0.2_095.gff
196,51,N,N,2.423,1.303,1.0,0.2,s15_t1.0_a0.2_096.gff
197,360,N,N,3.330,1.770,1.0,0.2,s15_t1.0_a0.2_097.gff
198,433,N,N,3.414,1.881,1.0,0.2,s15_t1.0_a0.2_098.gff
199,49,N,N,2.416,1.316,1.0,0.2,s15_t1.0_a0.2_099.gff
200,85,N,N,2.715,1.465,1.0,0.2,s15_t1.0_a0.2_100.gff
201,54,N,N,2.507,1.362,1.0,0.3,s15_t1.0_a0.3_001.gff
202,51,N,N,2.480,1.376,1.0,0.3,s15_t1.0_a0.3_002.gff
203,273,N,N,3.139,1.660,1.0,0.3,s15_t1.0_a0.3_003.gff
204,282,N,N,3.335,1.813,1.0,0.3,s15_t1.0_a0.3_004.gff
205,1440,N,N,7.324,4.020,1.0,0.3,s15_t1.0_a0.3_005.gff
206,149,N,N,3.099,1.656,1.0,0.3,s15_t1.0_a0.3_006.gff
207,58,N,N,2.650,1.442,1.0,0.3,s15_t1.0_a0.3_007.gff
208,168,N,N,2.960,1.617,1.0,0.3,s15_t1.0_a0.3_008.gff
209,344,N,N,3.447,1.880,1.0,0.3,s15_t1.0_a0.3_009.gff
210,1039,N,N,7.080,4.161,1.0,0.3,s15_t1.0_a0.3_010.gff
211,111,N,N,2.727,1.495,1.0,0.3,s15_t1.0_a0.3_011.gff
212,27,N,N,2.408,1.296,1.0,0.3,s15_t1.0_a0.3_012.gff
213,84,N,N,2.693,1.444,1.0,0.3,s15_t1.0_a0.3_013.gff
214,49,N,N,2.650,1.433,1.0,0.3,s15_t1.0_a0.3_014.gff
215,97,N,N,3.300,1.765,1.0,0.3,s15_t1.0_a0.3_015.gff
216,38,N,N,2.621,1.426,1.0,0.3,s15_t1.0_a0.3_016.gff
217,24,N,N,2.495,1.352,1.0,0.3,s15_t1.0_a0.3_017.gff
218,104,N,N,3.287,1.784,1.0,0.3,s15_t1.0_a0.3_018.gff
219,141,N,N,4.019,2.094,1.0,0.3,s15_t1.0_a0.3_019.gff
220,6,N,N,2.335,1.248,1.0,0.3,s15_t1.0_a0.3_020.gff
221,5,N,N,2.346,1.257,1.0,0.3,s15_t1.0_a0.3_021.gff
222,16,N,N,2.366,1.272,1.0,0.3,s15_t1.0_a0.3_022.gff
223,39,N,N,2.558,1.393,1.0,0.3,s15_t1.0_a0.3_023.gff
224,10,N,N,2.364,1.271,1.0,0.3,s15_t1.0_a0.3_024.gff
225,154,N,N,2.785,1.531,1.0,0.3,s15_t1.0_a0.3_025.gff
226,1761,N,N,7.927,4.806,1.0,0.3,s15_t1.0_a0.3_026.gff
227,14,N,N,2.769,1.460,1.0,0.3,s15_t1.0_a0.3_027.gff
228,120,N,N,3.142,1.664,1.0,0.3,s15_t1.0_a0.3_028.gff
229,125,N,N,2.754,1.527,1.0,0.3,s15_t1.0_a0.3_029.gff
230,8,N,N,2.364,1.268,1.0,0.3,s15_t1.0_a0.3_030.gff
231,402,N,N,3.318,1.753,1.0,0.3,s15_t1.0_a0.3_031.gff
232,16,N,N,2.384,1.271,1.0,0.3,s15_t1.0_a0.3_032.gff
233,706,N,N,5.283,2.643,1.0,0.3,s15_t1.0_a0.3_033.gff
234,46,N,N,2.464,1.324,1.0,0.3,s15_t1.0_a0.3_034.gff
235,736,N,N,4.906,2.422,1.0,0.3,s15_t1.0_a0.3_035.gff
236,4731,N,N,31.100,23.518,1.0,0.3,s15_t1.0_a0.3_036.gff
237,29,N,N,2.506,1.344,1.0,0.3,s15_t1.0_a0.3_037.gff
238,2289,N,N,9.304,4.613,1.0,0.3,s15_t1.0_a0.3_038.gff
239,10,N,N,2.444,1.302,1.0,0.3,s15_t1.0_a0.3_039.gff
240,285,N,N,3.513,1.890,1.0,0.3,s15_t1.0_a0.3_040.gff
241,293,N,N,3.447,1.868,1.0,0.3,s15_t1.0_a0.3_041.gff
242,94,N,N,2.632,1.418,1.0,0.3,s15_t1.0_a0.3_042.gff
243,306,N,N,3.368,1.792,1.0,0.3,s15_t1.0_a0.3_043.gff
244,103,N,N,2.736,1.486,1.0,0.3,s15_t1.0_a0.3_044.gff
245,116,N,N,2.719,1.458,1.0,0.3,s15_t1.0_a0.3_045.gff
246,92,N,N,3.164,1.709,1.0,0.3,s15_t1.0_a0.3_046.gff
247,60,N,N,2.677,1.439,1.0,0.3,s15_t1.0_a0.3_047.gff
248,13,N,N,2.376,1.306,1.0,0.3,s15_t1.0_a0.3_048.gff
249,102,N,N,2.926,1.579,1.0,0.3,s15_t1.0_a0.3_049.gff
250,109,N,N,2.731,1.500,1.0,0.3,s15_t1.0_a0.3_050.gff
251,14,N,N,2.398,1.292,1.0,0.3,s15_t1.0_a0.3_051.gff
252,237,N,N,3.343,1.833,1.0,0.3,s15_t1.0_a0.3_052.gff
253,26,N,N,2.515,1.356,1.0,0.3,s15_t1.0_a0.3_053.gff
254,78,N,N,3.163,1.690,1.0,0.3,s15_t1.0_a0.3_054.gff
255,93,N,N,2.794,1.523,1.0,0.3,s15_t1.0_a0.3_055.gff
256,87,N,N,3.181,1.689,1.0,0.3,s15_t1.0_a0.3_056.gff
257,889,N,N,7.496,4.240,1.0,0.3,s15_t1.0_a0.3_057.gff
258,165,N,N,3.578,2.009,1.0,0.3,s15_t1.0_a0.3_058.gff
259,62,N,N,2.892,1.547,1.0,0.3,s15_t1.0_a0.3_059.gff
260,255,N,N,3.520,1.905,1.0,0.3,s15_t1.0_a0.3_060.gff
261,778,N,N,6.508,3.322,1.0,0.3,s15_t1.0_a0.3_061.gff
262,23,N,N,2.524,1.351,1.0,0.3,s15_t1.0_a0.3_062.gff
263,61,N,N,2.770,1.461,1.0,0.3,s15_t1.0_a0.3_063.gff
264,165,N,N,3.952,2.150,1.0,0.3,s15_t1.0_a0.3_064.gff
265,89,N,N,2.879,1.555,1.0,0.3,s15_t1.0_a0.3_065.gff
266,906,N,N,7.534,3.822,1.0,0.3,s15_t1.0_a0.3_066.gff
267,4,N,N,2.548,1.340,1.0,0.3,s15_t1.0_a0.3_067.gff
268,128,N,N,3.188,1.741,1.0,0.3,s15_t1.0_a0.3_068.gff
269,99,N,N,2.934,1.556,1.0,0.3,s15_t1.0_a0.3_069.gff
270,22,N,N,2.630,1.403,1.0,0.3,s15_t1.0_a0.3_070.gff
271,716,N,N,17.347,11.927,1.0,0.3,s15_t1.0_a0.3_071.gff
272,NA,Y,N,601.500,598.423,1.0,0.3,s15_t1.0_a0.3_072.gff
273,639,N,N,7.283,4.086,1.0,0.3,s15_t1.0_a0.3_073.gff
274,124,N,N,2.892,1.577,1.0,0.3,s15_t1.0_a0.3_074.gff
